Country,ISO_3,ISO_numeric,Region,Year,Population,Prevalence_100k_population,Prevalence_100k_population_low,Prevalence_100k_population_high,Prevalence,Prevalence_low,Prevalence_high,Prevalence_method,Mortality_100k_population,Mortality_100k_population_low,Mortality_100k_population_high,Deaths,Deaths_low,Deaths_high,HIV_mortality_100k_population,HIV_mortality_100k_population_low,HIV_mortality_100k_population_high,HIV_deaths,HIV_deaths_low,HIV_deaths_high,HIV_mortality_method,Incidence,Incidence_low,Incidence_high,Incidence_cases,Incidence_cases_low,Incidence_cases_high,Incidence_method,HIV_in_percent,HIV_in_percent_low,HIV_in_percent_high,HIV_incidence_100k_pupulation,HIV_incidence_100k_pupulation_low,HIV_incidence_100k_pupulation_high,HIV_incidence,HIV_incidence_low,HIV_incidence_high,Case_detection_rate,Case_detection_rate_low,Case_detection_rate_high
Algeria,DZA,12,AFR,2005,33960903,139.0,71.0,229.0,47000.0,24000.0,78000.0,predicted,14.0,8.0,19.0,4800.0,2700.0,6500.0,0.08,0.0,0.55,27.0,0.0,190.0,Indirect,90.0,81.0,100.0,30000.0,28000.0,34000.0,High income,0.29,0.0,1.7,0.26,0.24,2.0,87.0,82.0,670.0,70.0,63.0,78.0
Algeria,DZA,12,AFR,2006,34507214,139.0,71.0,230.0,48000.0,25000.0,79000.0,predicted,14.0,8.6,19.0,4900.0,3000.0,6600.0,0.08,0.0,0.55,29.0,0.0,190.0,Indirect,90.0,81.0,99.0,31000.0,28000.0,34000.0,High income,0.3,0.0,1.7,0.27,0.25,2.0,92.0,87.0,680.0,68.0,62.0,75.0
Algeria,DZA,12,AFR,2007,35097043,140.0,71.0,231.0,49000.0,25000.0,81000.0,predicted,14.0,8.9,20.0,5000.0,3100.0,7000.0,0.08,0.0,0.55,29.0,0.0,190.0,Indirect,90.0,81.0,98.0,32000.0,28000.0,34000.0,High income,0.3,0.0,1.7,0.27,0.26,2.0,95.0,90.0,690.0,68.0,62.0,75.0
Algeria,DZA,12,AFR,2008,35725377,139.0,71.0,229.0,50000.0,25000.0,82000.0,predicted,14.0,8.9,20.0,5100.0,3200.0,7200.0,0.09,0.0,0.59,31.0,0.0,210.0,Indirect,90.0,81.0,99.0,32000.0,29000.0,35000.0,High income,0.31,0.0,1.7,0.28,0.27,2.0,99.0,95.0,730.0,64.0,58.0,71.0
Algeria,DZA,12,AFR,2009,36383302,138.0,71.0,227.0,50000.0,26000.0,83000.0,predicted,14.0,8.7,20.0,5200.0,3200.0,7400.0,0.09,0.0,0.61,32.0,0.0,220.0,Indirect,89.0,79.0,98.0,32000.0,29000.0,36000.0,High income,0.32,0.0,1.9,0.29,0.28,2.2,100.0,100.0,800.0,67.0,61.0,75.0
Algeria,DZA,12,AFR,2010,37062820,136.0,70.0,224.0,50000.0,26000.0,83000.0,predicted,14.0,8.2,20.0,5200.0,3000.0,7500.0,0.09,0.0,0.64,33.0,0.0,240.0,Indirect,87.0,77.0,98.0,32000.0,28000.0,36000.0,High income,0.34,0.0,2.0,0.29,0.29,2.3,110.0,110.0,850.0,69.0,62.0,78.0
Algeria,DZA,12,AFR,2011,37762962,132.0,68.0,219.0,50000.0,26000.0,83000.0,predicted,14.0,8.1,21.0,5200.0,3100.0,7900.0,0.09,0.0,0.69,35.0,0.0,260.0,Indirect,85.0,75.0,97.0,32000.0,28000.0,36000.0,High income,0.35,0.0,2.1,0.3,0.29,2.4,110.0,110.0,900.0,67.0,59.0,76.0
Algeria,DZA,12,AFR,2012,38481705,129.0,66.0,214.0,50000.0,25000.0,82000.0,predicted,13.0,6.8,20.0,5100.0,2600.0,7800.0,0.09,0.0,0.71,35.0,0.0,270.0,Indirect,83.0,71.0,97.0,32000.0,27000.0,37000.0,High income,0.36,0.0,2.4,0.3,0.28,2.5,120.0,110.0,970.0,68.0,59.0,80.0
Algeria,DZA,12,AFR,2013,39208194,126.0,64.0,209.0,49000.0,25000.0,82000.0,predicted,13.0,5.6,21.0,5100.0,2200.0,8400.0,0.09,0.0,0.77,35.0,0.0,300.0,Indirect,81.0,67.0,98.0,32000.0,26000.0,38000.0,High income,0.37,0.0,2.5,0.3,0.29,2.6,120.0,110.0,1000.0,66.0,54.0,79.0
American Samoa,ASM,16,WPR,1990,47044,47.0,21.0,82.0,22.0,9.9,39.0,predicted,6.1,3.7,9.1,2.9,1.7,4.3,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,26.0,21.0,31.0,12.0,9.7,15.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,75.0,62.0,93.0
American Samoa,ASM,16,WPR,1991,48379,11.0,3.4,24.0,5.4,1.6,12.0,predicted,0.31,0.06,0.74,0.15,0.03,0.36,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,8.3,6.7,10.0,4.0,3.2,4.8,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,75.0,62.0,93.0
American Samoa,ASM,16,WPR,1992,49597,9.4,2.8,20.0,4.7,1.4,9.9,predicted,0.26,0.05,0.62,0.13,0.03,0.31,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,2.7,2.2,3.2,1.3,1.1,1.6,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,75.0,62.0,93.0
American Samoa,ASM,16,WPR,1993,50725,16.0,7.6,28.0,8.2,3.9,14.0,predicted,1.6,0.8,2.8,0.83,0.41,1.4,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,10.0,8.5,13.0,5.3,4.3,6.4,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,75.0,62.0,93.0
American Samoa,ASM,16,WPR,1994,51807,17.0,8.0,29.0,8.8,4.2,15.0,predicted,1.9,1.1,3.1,1.0,0.56,1.6,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,10.0,8.3,12.0,5.3,4.3,6.4,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,75.0,62.0,93.0
American Samoa,ASM,16,WPR,1995,52874,21.0,9.5,38.0,11.0,5.0,20.0,predicted,2.8,1.7,4.2,1.5,0.9,2.2,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,12.0,9.4,14.0,6.1,4.9,7.4,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,68.21785056733034,61.959409120102755,75.85449154356668
American Samoa,ASM,16,WPR,1996,53926,25.0,11.0,46.0,14.0,5.8,25.0,predicted,3.5,2.2,5.2,1.9,1.2,2.8,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,13.0,11.0,16.0,7.0,5.7,8.5,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,0.0,0.0,0.0
American Samoa,ASM,16,WPR,1997,54942,29.0,12.0,53.0,16.0,6.8,29.0,predicted,4.2,2.7,6.0,2.3,1.5,3.3,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,15.0,12.0,18.0,8.0,6.5,9.7,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,75.0,62.0,92.0
American Samoa,ASM,16,WPR,1998,55899,10.0,4.8,18.0,5.8,2.7,10.0,predicted,0.92,0.39,1.7,0.51,0.22,0.96,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,7.2,5.8,8.7,4.0,3.2,4.9,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,75.0,62.0,92.0
American Samoa,ASM,16,WPR,1999,56768,16.0,7.4,27.0,9.0,4.2,16.0,predicted,1.8,1.0,2.9,1.0,0.59,1.7,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,9.4,7.6,11.0,5.3,4.3,6.5,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,75.0,62.0,92.0
American Samoa,ASM,16,WPR,2000,57522,9.3,4.0,17.0,5.3,2.3,9.6,predicted,0.68,0.23,1.4,0.39,0.13,0.83,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,6.9,5.6,8.4,4.0,3.2,4.8,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,75.0,62.0,93.0
American Samoa,ASM,16,WPR,2001,58176,8.7,3.6,16.0,5.1,2.1,9.4,predicted,0.55,0.17,1.2,0.32,0.1,0.71,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,6.8,5.5,8.3,4.0,3.2,4.8,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,76.0,62.0,93.0
American Samoa,ASM,16,WPR,2002,58729,6.7,2.0,14.0,4.0,1.2,8.4,predicted,0.18,0.04,0.44,0.11,0.02,0.26,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,4.5,3.6,5.4,2.6,2.1,3.2,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,76.0,63.0,94.0
American Samoa,ASM,16,WPR,2003,59117,7.7,2.7,15.0,4.5,1.6,9.1,predicted,0.32,0.07,0.88,0.19,0.04,0.52,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,6.6,5.3,8.0,3.9,3.2,4.7,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,77.0,64.0,95.0
American Samoa,ASM,16,WPR,2004,59262,18.0,8.4,31.0,11.0,5.0,18.0,predicted,2.1,1.2,3.3,1.2,0.69,2.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,11.0,8.7,13.0,6.4,5.2,7.7,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,78.0,65.0,97.0
American Samoa,ASM,16,WPR,2005,59117,23.0,10.0,40.0,13.0,6.1,23.0,predicted,2.8,1.7,4.4,1.7,1.0,2.6,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,13.0,10.0,15.0,7.5,6.1,9.1,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,80.0,66.0,99.0
American Samoa,ASM,16,WPR,2006,58652,11.0,5.1,20.0,6.7,3.0,12.0,predicted,0.9,0.32,1.8,0.53,0.19,1.1,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,8.3,6.7,10.0,4.9,4.0,5.9,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,82.0,68.0,100.0
American Samoa,ASM,16,WPR,2007,57919,7.4,2.2,16.0,4.3,1.3,9.1,predicted,0.3,0.09,0.62,0.17,0.05,0.36,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,6.1,5.0,7.4,3.6,2.9,4.3,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,84.0,70.0,100.0
American Samoa,ASM,16,WPR,2008,57053,7.5,2.2,16.0,4.3,1.3,9.0,predicted,0.28,0.08,0.59,0.16,0.05,0.34,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,6.0,4.9,7.3,3.4,2.8,4.2,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,72.0,110.0
American Samoa,ASM,16,WPR,2009,56245,10.0,4.4,19.0,5.9,2.5,11.0,predicted,0.72,0.23,1.5,0.4,0.13,0.86,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,7.9,6.4,9.6,4.5,3.6,5.4,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,90.0,74.0,110.0
American Samoa,ASM,16,WPR,2010,55636,10.0,4.3,19.0,5.7,2.4,10.0,predicted,0.7,0.23,1.5,0.39,0.13,0.84,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,7.8,6.3,9.4,4.3,3.5,5.2,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,92.0,76.0,110.0
American Samoa,ASM,16,WPR,2011,55274,10.0,4.5,19.0,5.7,2.5,10.0,predicted,0.76,0.26,1.6,0.42,0.14,0.88,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,7.8,6.3,9.4,4.3,3.5,5.2,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,70.0,58.0,86.0
American Samoa,ASM,16,WPR,2012,55128,9.5,4.0,17.0,5.2,2.2,9.6,predicted,0.63,0.19,1.4,0.35,0.11,0.76,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,7.3,5.9,8.9,4.0,3.2,4.9,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,68.21785056733034,61.959409120102755,75.85449154356668
American Samoa,ASM,16,WPR,2013,55165,9.4,3.9,17.0,5.2,2.2,9.4,predicted,0.64,0.19,1.4,0.35,0.11,0.78,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,7.2,5.7,8.8,4.0,3.2,4.8,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,68.21785056733034,61.959409120102755,75.85449154356668
Andorra,AND,20,EUR,1990,54511,62.0,25.0,114.0,34.0,14.0,62.0,predicted,3.9,1.4,7.5,2.1,0.79,4.1,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,49.0,43.0,55.0,26.0,23.0,30.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,1991,56674,66.0,29.0,118.0,37.0,17.0,67.0,predicted,5.1,2.5,8.7,2.9,1.4,4.9,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,49.0,43.0,55.0,28.0,24.0,31.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,1992,58904,51.0,20.0,96.0,30.0,12.0,57.0,predicted,2.9,1.0,5.9,1.7,0.6,3.5,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,41.0,36.0,46.0,24.0,21.0,27.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,1993,61003,37.0,11.0,79.0,23.0,6.8,48.0,predicted,1.0,0.2,2.5,0.62,0.12,1.5,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,28.0,25.0,32.0,17.0,15.0,20.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,1994,62707,66.0,31.0,114.0,42.0,20.0,72.0,predicted,6.5,3.8,9.9,4.0,2.4,6.2,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,44.0,39.0,50.0,28.0,24.0,31.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,1995,63854,52.0,24.0,91.0,33.0,15.0,58.0,predicted,4.3,2.3,7.1,2.8,1.5,4.6,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,37.0,32.0,41.0,23.0,20.0,26.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,68.21785056733034,61.959409120102755,75.85449154356668
Andorra,AND,20,EUR,1996,64274,40.0,17.0,72.0,26.0,11.0,47.0,predicted,2.8,1.2,5.1,1.8,0.77,3.3,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,30.0,27.0,34.0,20.0,17.0,22.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,1997,64090,53.0,25.0,91.0,34.0,16.0,58.0,predicted,5.4,3.3,8.1,3.5,2.1,5.2,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,34.0,30.0,39.0,22.0,19.0,25.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,1998,63799,23.0,6.8,48.0,14.0,4.3,31.0,predicted,0.62,0.12,1.5,0.39,0.08,0.95,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,14.0,13.0,16.0,9.2,8.1,10.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,1999,64084,20.0,5.9,42.0,13.0,3.8,27.0,predicted,0.87,0.27,1.8,0.56,0.17,1.2,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,18.0,16.0,20.0,12.0,10.0,13.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2000,65399,31.0,15.0,54.0,20.0,9.6,35.0,predicted,2.9,1.7,4.5,1.9,1.1,3.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,21.0,18.0,24.0,14.0,12.0,16.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2001,68000,24.0,11.0,41.0,16.0,7.3,28.0,predicted,1.9,0.99,3.2,1.3,0.67,2.2,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,17.0,15.0,19.0,12.0,10.0,13.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2002,71639,13.0,4.0,28.0,9.6,2.9,20.0,predicted,0.37,0.07,0.89,0.26,0.05,0.64,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,8.0,7.0,9.1,5.8,5.0,6.5,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2003,75643,26.0,12.0,44.0,19.0,9.2,33.0,predicted,2.5,1.5,3.9,1.9,1.2,2.9,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,17.0,15.0,19.0,13.0,11.0,14.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2004,79060,12.0,3.6,26.0,9.5,2.8,20.0,predicted,0.41,0.12,0.89,0.32,0.09,0.71,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,10.0,8.9,12.0,8.1,7.1,9.1,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2005,81223,21.0,9.8,36.0,17.0,8.0,30.0,predicted,2.0,1.2,3.1,1.6,0.95,2.5,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,14.0,12.0,16.0,12.0,10.0,13.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2006,81877,29.0,13.0,50.0,23.0,11.0,41.0,predicted,3.4,2.2,4.9,2.8,1.8,4.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,17.0,15.0,19.0,14.0,12.0,16.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2007,81292,10.0,3.0,21.0,8.1,2.4,17.0,predicted,0.27,0.05,0.66,0.22,0.04,0.54,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,7.1,6.2,8.0,5.8,5.0,6.5,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2008,79969,9.5,2.8,20.0,7.6,2.3,16.0,predicted,0.26,0.05,0.62,0.21,0.04,0.5,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,5.8,5.0,6.5,4.6,4.0,5.2,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2009,78659,18.0,8.4,31.0,14.0,6.6,24.0,predicted,1.7,1.0,2.7,1.4,0.82,2.1,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,12.0,10.0,13.0,9.2,8.1,10.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2010,77907,15.0,6.8,26.0,12.0,5.3,20.0,predicted,1.3,0.69,2.1,1.0,0.54,1.6,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,10.0,9.1,12.0,8.1,7.1,9.1,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2011,77865,8.4,2.5,18.0,6.6,1.9,14.0,predicted,0.23,0.04,0.56,0.18,0.04,0.43,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,4.4,3.9,5.0,3.5,3.0,3.9,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2012,78360,23.0,11.0,39.0,18.0,8.2,31.0,predicted,2.7,1.7,3.8,2.1,1.4,3.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,13.0,12.0,15.0,10.0,9.1,12.0,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Andorra,AND,20,EUR,2013,79218,8.2,2.5,17.0,6.5,2.0,14.0,predicted,0.33,0.1,0.69,0.26,0.08,0.55,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,7.3,6.4,8.2,5.8,5.0,6.5,High income,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Angola,AGO,24,AFR,1990,10333844,365.0,185.0,606.0,38000.0,19000.0,63000.0,predicted,47.0,32.0,62.0,4900.0,3300.0,6400.0,0.75,0.56,0.96,77.0,58.0,99.0,Indirect,207.0,169.0,267.0,21000.0,17000.0,28000.0,High income,0.84,0.56,1.2,1.7,0.93,1.9,180.0,96.0,200.0,48.0,37.0,59.0
Angola,AGO,24,AFR,1991,10652727,387.0,198.0,639.0,41000.0,21000.0,68000.0,predicted,52.0,36.0,67.0,5600.0,3800.0,7200.0,1.3,1.0,1.7,140.0,110.0,180.0,Indirect,210.0,179.0,256.0,22000.0,19000.0,27000.0,High income,1.3,0.97,1.8,2.8,1.7,3.1,300.0,180.0,330.0,50.0,41.0,58.0
Angola,AGO,24,AFR,1992,11002758,406.0,207.0,671.0,45000.0,23000.0,74000.0,predicted,57.0,39.0,71.0,6200.0,4300.0,7800.0,2.1,1.6,2.7,230.0,180.0,290.0,Indirect,213.0,187.0,249.0,23000.0,21000.0,27000.0,High income,2.0,1.5,2.5,4.2,2.7,4.6,460.0,290.0,510.0,48.0,41.0,55.0
Angola,AGO,24,AFR,1993,11372156,420.0,214.0,694.0,48000.0,24000.0,79000.0,predicted,60.0,41.0,73.0,6800.0,4700.0,8300.0,3.1,2.4,3.9,350.0,270.0,450.0,Indirect,217.0,196.0,243.0,25000.0,22000.0,28000.0,High income,2.7,2.1,3.4,5.9,3.9,6.6,670.0,450.0,750.0,33.0,30.0,37.0
